catalog_number,model,lens,iso,focal_length,flash,f-stop,shutter_speed,dimensions,original_file_size,recorder,microphone,accessories,camera,common_name,scientific_name,photographer,date,year,rating,num_ratings,location,normalized_rating
215663361,ILCE-6500,FE 100-400mm F4.5-5.6 GM OSS,800,400 mm,"Flash did not fire, auto",f/7.1,1/200 sec,2500 pixels x 1853 pixels,1.41 MB,,,,,Brambling,Fringilla montifringilla,Stephen Menzie,2020-03-15,2020,4.71,58,Europe,4.71
138930301,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Sports 014,1600,499 mm,"Flash did not fire, auto",f/6.3,1/1250 sec,1514 pixels x 1009 pixels,407.42 KB,,,,,Red-chested Flufftail,Sarothrura rufa,Krista Oswald,2019-02-01,2019,4.71,28,Africa,4.71
248272981,Canon EOS 7D Mark II,EF500mm f/4L IS II USM,1000,500 mm,"Flash did not fire, auto",f/5.6,1/320 sec,5133 pixels x 3422 pixels,6.39 MB,,,,,Eurasian Bullfinch,Pyrrhula pyrrhula,Stefan Hirsch,2017-12-29,2017,4.71,101,Europe,4.71
213590811,NIKON D500,500.0 mm f/5.6,800,500 mm,Flash did not fire,f/8.0,1/4000 sec,3098 pixels x 2065 pixels,3.17 MB,,,,,African Sacred Ibis,Threskiornis aethiopicus,Hans Norelius,2020-02-13,2020,4.71,34,Africa,4.71
61295321,Canon EOS 5D Mark II,,800,500 mm,"Flash did not fire, auto",f/5.0,1/1250 sec,1750 pixels x 1167 pixels,911.74 KB,,,,,Prothonotary Warbler,Protonotaria citrea,Tony Moline,2017-06-17,2017,4.71,84,North America,4.71
91463911,E-M5,LEICA DG 100-400/F4.0-6.3,2000,117 mm,Flash did not fire,f/4.3,1/250 sec,4608 pixels x 3456 pixels,9.14 MB,,,,,Nicobar Pigeon,Caloenas nicobarica,Hans-Peter Bieri,2018-03-12,2018,4.71,21,Asia,4.71
550947891,Canon PowerShot SX70 HS,3.8-247mm,100,183.8 mm,Flash did not fire,f/6.3,1/1000 sec,3800 pixels x 2815 pixels,1.71 MB,,,,,Rufous-tailed Rock-Thrush,Monticola saxatilis,הלל נחמן,2023-03-28,2023,4.71,24,Asia,4.71
56132231,Canon EOS 7D Mark II,TAMRON SP 150-600mm F/5-6.3 Di VC USD A011,400,600 mm,"Flash did not fire, auto",f/6.3,1/1000 sec,1536 pixels x 1535 pixels,786.28 KB,,,,,Scarlet-chested Parrot,Neophema splendida,Paul Coddington,2016-11-12,2016,4.71,28,Australia,4.71
80204721,Canon EOS 5D Mark IV,EF500mm f/4L IS USM,400,500 mm,"Flash did not fire, auto",f/7.1,1/1600 sec,1920 pixels x 1080 pixels,862.65 KB,,,,,Green-winged Teal,Anas crecca,H. Çağlar Güngör,2018-01-01,2018,4.71,35,Asia,4.71
277305151,Canon EOS 5D Mark III,EF400mm f/5.6L USM,800,400 mm,Flash did not fire,f/5.6,1/640 sec,2880 pixels x 1800 pixels,3.96 MB,,,,,Common Cuckoo,Cuculus canorus,Alex Eberts,2020-11-03,2020,4.71,116,North America,4.71
612828793,Canon EOS 90D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,8000,600 mm,Flash did not fire,f/8.0,1/320 sec,2160 pixels x 1569 pixels,1014.69 KB,,,,,Paradise Tanager,Tangara chilensis,Juan Torres Tavera,2023-06-25,2023,4.71,21,South America,4.71
150215301,NIKON D800,200.0-500.0 mm f/5.6,1250,500 mm,"Flash did not fire, auto",f/8.0,1/1250 sec,2048 pixels x 1367 pixels,2.24 MB,,,,,Greater Sand-Plover,Anarhynchus leschenaultii,Shlomi Levi,2018-11-14,2018,4.71,70,Asia,4.71
106689641,NIKON D500,300.0 mm f/4.0,2500,420 mm,Flash did not fire,f/6.3,1/125 sec,4742 pixels x 3161 pixels,9.65 MB,,,,,Pacific Emerald Dove,Chalcophaps longirostris,Nige Hartley,2018-03-23,2018,4.71,21,Australia,4.71
195828591,Canon EOS 70D,EF100-400mm f/4.5-5.6L IS USM,100,400 mm,Flash did not fire,f/5.6,1/800 sec,1160 pixels x 1276 pixels,1022.24 KB,,,,,Tawny-bellied Seedeater,Sporophila hypoxantha,Luciano Acquaviva,2019-12-28,2019,4.71,24,South America,4.71
575752971,NIKON D500,,280,500 mm,Flash did not fire,f/6.3,1/1000 sec,2396 pixels x 1800 pixels,744.17 KB,,,,,Glossy Ibis,Plegadis falcinellus,Daniel García Novo,2023-05-20,2023,4.71,49,Europe,4.71
50289281,COOLPIX P900,,640,196 mm,"Flash did not fire, auto",f/5.6,1/125 sec,3264 pixels x 2176 pixels,3.17 MB,,,,,Blue-winged Minla,Actinodura cyanouroptera,Chi-Lien (綺蓮) Hsueh (薛),2016-12-27,2016,4.71,28,Asia,4.71
410263691,Canon EOS 7D Mark II,EF400mm f/4 DO IS II USM +1.4x III,500,560 mm,Flash did not fire,f/5.6,1/2500 sec,2968 pixels x 1479 pixels,2.14 MB,,,,,Common Kingfisher,Alcedo atthis,Francisco Pires,2022-01-26,2022,4.71,35,Europe,4.71
148970661,NIKON D3300,300.0 mm f/4.0,200,300 mm,"Flash did not fire, auto",f/8.0,1/800 sec,4855 pixels x 3784 pixels,7.04 MB,,,,,Mute Swan,Cygnus olor,Bethan Clyne,2019-04-03,2019,4.71,85,Europe,4.71
84869641,NIKON D5200,300.0 mm f/4.0,400,300 mm,Flash did not fire,f/5.0,1/800 sec,1280 pixels x 803 pixels,489.36 KB,,,,,Red-billed Leiothrix,Leiothrix lutea,Mudassar Afaque Ahmed,2018-01-28,2018,4.71,24,Asia,4.71
555593691,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,1600,500 mm,,f/7.1,1/800 sec,6960 pixels x 4640 pixels,2.96 MB,,,,,Philippine Honey-buzzard,Pernis steerei,Jörg Hanoldt,2023-03-08,2023,4.71,21,Asia,4.71
432839931,NIKON D500,150.0-600.0 mm f/5.0-6.3,800,600 mm,Flash did not fire,f/6.3,1/4000 sec,4085 pixels x 2368 pixels,3.46 MB,,,,,Rufous-tailed Rock-Thrush,Monticola saxatilis,Ran Badanes,2022-04-06,2022,4.71,59,Asia,4.71
285059301,Canon EOS 90D,EF70-300mm f/4-5.6L IS USM,1600,300 mm,Flash did not fire,f/5.6,1/250 sec,4531 pixels x 3021 pixels,5.89 MB,,,,,Pacific Emerald Dove,Chalcophaps longirostris,Marama Hopkins,2020-12-04,2020,4.71,31,Australia,4.71
84403311,Canon EOS 6D Mark II,TAMRON SP 150-600mm F/5-6.3 Di VC USD A011,1250,600 mm,"Flash did not fire, auto",f/8.0,1/3200 sec,2864 pixels x 1909 pixels,723.6 KB,,,,,Pied Cuckoo,Clamator jacobinus,Mohith Shenoy,2018-01-31,2018,4.71,21,Asia,4.71
329495341,NIKON D850,Nikon AF-S Nikkor 200-500mm f/5.6E ED VR,400,500 mm,Flash did not fire,f/9.0,1/1000 sec,3302 pixels x 2202 pixels,5.72 MB,,,,,Corn Bunting,Emberiza calandra,Paulo Fernandez,2021-04-22,2021,4.71,21,Europe,4.71
34958371,NIKON D600,150.0-500.0 mm f/5.0-6.3,1600,500 mm,"Flash did not fire, auto",f/7.1,1/1250 sec,2004 pixels x 3006 pixels,4.67 MB,,,,,Palm Cockatoo,Probosciger aterrimus,David King,2016-08-19,2016,4.71,21,Australia,4.71
202214061,Canon EOS 7D Mark II,EF400mm f/5.6L USM,4000,400 mm,"Flash did not fire, auto",f/5.6,1/3200 sec,3025 pixels x 4537 pixels,2.24 MB,,,,,Racket-tailed Treepie,Crypsirina temia,Andreas Boe,2020-01-18,2020,4.71,35,Asia,4.71
199350551,NIKON D500,300.0 mm f/2.8,4000,600 mm,Flash did not fire,f/8.0,1/1000 sec,1200 pixels x 801 pixels,482.48 KB,,,,,Rock Pigeon,Columba livia,Anna Golubeva,2020-01-11,2020,4.7,20,Europe,4.7
41185891,Canon PowerShot SX50 HS,,1250,215 mm,"Flash did not fire, auto",f/6.5,1/80 sec,2000 pixels x 1398 pixels,2.22 MB,,,,,Indigo-capped Hummingbird,Saucerottia cyanifrons,Andrés M. Cuervo,2016-11-26,2016,4.7,61,South America,4.7
332861361,DSC-HX400V,4.3-215mm f/2.8-6.3,500,108.6 mm,Flash did not fire,f/5.6,1/320 sec,3888 pixels x 5184 pixels,3.92 MB,,,,,Song Thrush,Turdus philomelos,José Miguel Barbosa,2021-05-01,2021,4.7,37,Europe,4.7
354740321,NIKON D7200,,1250,600 mm,Flash did not fire,f/6.3,1/1000 sec,4944 pixels x 3297 pixels,2.73 MB,,,,,Southern Lapwing,Vanellus chilensis,Bernardo Sayus,2021-02-15,2021,4.7,20,South America,4.7
211833421,DMC-G85,LEICA DG 100-400/F4.0-6.3,500,400 mm,"Flash did not fire, auto",f/6.3,1/640 sec,2897 pixels x 2175 pixels,1.12 MB,,,,,Scarlet Robin (Campbell's),Petroica boodang campbelli,Keith Morris,2020-02-26,2020,4.7,23,Australia,4.7
535474851,NIKON D7100,TAMRON SP 70-300mm F4-5.6 Di VC USD A005N,160,300 mm,Flash did not fire,f/5.6,1/1000 sec,4921 pixels x 3281 pixels,1.36 MB,,,,,Imperial Cormorant,Leucocarbo atriceps,Danae Garrido Hollstein,2023-02-08,2023,4.7,23,South America,4.7
161393911,NIKON D850,,4000,450 mm,Flash did not fire,f/8.0,0.04 sec,4329 pixels x 3463 pixels,3.49 MB,,,,,Ferruginous Partridge,Caloperdix oculeus,Mallika Rajasekaran,2019-05-15,2019,4.7,37,Asia,4.7
372098941,NIKON D750,200.0-500.0 mm f/5.6,2000,500 mm,Flash did not fire,f/7.1,1/4000 sec,2296 pixels x 1667 pixels,1.9 MB,,,,,Andean Swift,Aeronautes andecolus,Esteban Villanueva (Aves Libres Chile),2021-09-02,2021,4.7,27,South America,4.7
62150391,SLT-A65V,150-600mm F5-6.3 SSM,200,600 mm,"Flash did not fire, auto",f/6.3,1/1250 sec,3741 pixels x 2494 pixels,930.19 KB,,,,,Nankeen Kestrel,Falco cenchroides,Edward Smith,2017-06-24,2017,4.7,23,Australia,4.7
293547981,Canon PowerShot SX60 HS,3.8-247.0 mm,250,247 mm,Flash did not fire,f/8.0,1/320 sec,4608 pixels x 3456 pixels,4.78 MB,,,,,Black Redstart,Phoenicurus ochruros,Joan Balfagón,2021-01-02,2021,4.7,23,Europe,4.7
298354641,NIKON D500,80.0-400.0 mm f/4.5-5.6,1100,650 mm,Flash did not fire,f/9.5,1/2000 sec,4167 pixels x 2344 pixels,5.72 MB,,,,,Mute Swan,Cygnus olor,Andrew Howard,2021-01-16,2021,4.7,215,North America,4.7
175940791,Canon EOS 5D Mark III,EF70-200mm f/2.8L IS II USM +2x III,400,400 mm,"Flash did not fire, auto",f/5.6,1/1600 sec,4793 pixels x 3195 pixels,8.63 MB,,,,,Sabine's Gull,Xema sabini,Travis Mahan,2019-09-06,2019,4.7,90,North America,4.7
368612031,NIKON D7200,150.0-600.0 mm f/5.0-6.3,400,600 mm,Flash did not fire,f/7.1,1/1250 sec,1600 pixels x 1067 pixels,311.52 KB,,,,,Common Buzzard,Buteo buteo,Angel  Gonzalez Mendoza,2021-09-11,2021,4.7,23,Europe,4.7
178293221,Canon EOS 550D,,,400 mm,"Flash did not fire, auto",f/6.4,753/1000000 sec,5184 pixels x 3456 pixels,2.18 MB,,,,,Long-billed Pipit,Anthus similis,Chinmay Rahane,2019-09-15,2019,4.7,20,Asia,4.7
79258291,NIKON D90,,,600 mm,Flash did not fire,f/7.1,1/640 sec,2902 pixels x 2052 pixels,788.27 KB,,,,,Red-footed Falcon,Falco vespertinus,Isra Yáñez,2015-05-23,2015,4.7,23,Europe,4.7
80055481,COOLPIX P900,,125,357 mm,"Flash did not fire, auto",f/6.5,1/500 sec,922 pixels x 607 pixels,150.91 KB,,,,,African Blue Tit,Cyanistes teneriffae,Karim Haddad,2018-01-01,2018,4.7,23,Africa,4.7
532607761,NIKON D7500,200.0-500.0 mm f/5.6,800,500 mm,Flash did not fire,f/7.1,1/1600 sec,7411 pixels x 4857 pixels,7.95 MB,,,,,Orange-breasted Green-Pigeon,Treron bicinctus,Rahul Chakraborty,2023-02-05,2023,4.7,23,Asia,4.7
610901870,Canon EOS 90D,EF400mm f/5.6L USM,320,400 mm,Flash did not fire,f/5.6,1/2000 sec,5060 pixels x 3373 pixels,10.52 MB,,,,,Eurasian Curlew,Numenius arquata,Javier Gómez González,2022-09-11,2022,4.7,23,Europe,4.7
588794261,Canon EOS REBEL T5,EF100-400mm f/4.5-5.6L IS USM,320,400 mm,Flash did not fire,f/8.0,1/640 sec,5184 pixels x 3167 pixels,3.8 MB,,,,,Northern Gannet,Morus bassanus,Rowan Gibson,2023-06-27,2023,4.7,20,Europe,4.7
41196001,NIKON D7200,300mm f/2.8,800,420 mm,"Flash did not fire, auto",f/4.5,1/1600 sec,2500 pixels x 1667 pixels,1.04 MB,,,,,Pied Harrier,Circus melanoleucos,Chin Yuan Pai,2016-11-22,2016,4.69,29,Asia,4.69
330000871,E-M1MarkII,,320,420 mm,Flash did not fire,f/5.6,1/250 sec,1800 pixels x 1200 pixels,1.3 MB,,,,,Western Yellow Wagtail,Motacilla flava,Oier Torrecilla,2021-04-24,2021,4.69,83,Europe,4.69
244300611,COOLPIX P900,,,116 mm,"Flash did not fire, auto",,,1440 pixels x 1080 pixels,739.65 KB,,,,,Sabine's Gull,Xema sabini,Juan jose gonzalez,2019-09-16,2019,4.69,42,Europe,4.69
609429271,COOLPIX P900,,800,321 mm,Flash did not fire,f/6.3,1/125 sec,4608 pixels x 3456 pixels,6.31 MB,,,,,Gray Catbird,Dumetella carolinensis,Kristy Brig,2023-09-24,2023,4.69,170,North America,4.69
264220541,Canon EOS 40D,,400,269 mm,Flash did not fire,f/5.6,1/1000 sec,2643 pixels x 1839 pixels,426.01 KB,,,,,Wattled Jacana,Jacana jacana,Carl Thomson,2020-09-20,2020,4.69,39,South America,4.69
78802371,Canon EOS 7D Mark II,TAMRON SP 150-600mm F/5-6.3 Di VC USD A011,3200,428 mm,"Flash did not fire, auto",f/8.0,1/500 sec,1920 pixels x 1280 pixels,1.99 MB,,,,,Sunbittern,Eurypyga helias,Jesse Huth,2017-10-04,2017,4.69,36,South America,4.69
112483061,NIKON D3100,,1600,500 mm,Flash did not fire,f/6.3,1/640 sec,1661 pixels x 2141 pixels,1.65 MB,,,,,Spotted Pardalote,Pardalotus punctatus,ross semmens,2018-08-27,2018,4.69,29,Australia,4.69
92006241,NIKON D7000,200.0-500.0 mm f/5.6,400,500 mm,"Flash did not fire, auto",f/5.6,1/1600 sec,3260 pixels x 2159 pixels,1.36 MB,,,,,Plum-headed Parakeet,Psittacula cyanocephala,Mohinder Singh Jamwal,2018-03-30,2018,4.69,32,Asia,4.69
34470911,Canon EOS 70D,EF500mm f/4L IS USM +1.4x,400,700 mm,"Flash did not fire, auto",f/8.0,1/800 sec,5472 pixels x 3648 pixels,3.46 MB,,,,,White-faced Whistling-Duck,Dendrocygna viduata,Nate McGowan,2015-01-11,2015,4.69,26,Africa,4.69
109225771,Canon EOS 7D,,400,420 mm,"Flash did not fire, auto",f/8.0,1/1000 sec,5184 pixels x 3456 pixels,2.38 MB,,,,,Ruff,Calidris pugnax,Leo Hesse,2018-07-28,2018,4.69,26,Europe,4.69
523873531,Canon EOS 7D Mark II,,400,400 mm,Flash fired,f/5.6,1/250 sec,4067 pixels x 2523 pixels,1.46 MB,,,,,Tenerife Blue Chaffinch,Fringilla teydea,aidan vidal,2023-01-07,2023,4.69,36,Africa,4.69
50742881,Canon EOS 70D,EF400mm f/5.6L USM,2500,400 mm,"Flash did not fire, auto",f/6.3,1/320 sec,3925 pixels x 2865 pixels,6.04 MB,,,,,Cooper's Hawk,Astur cooperii,Chris McCreedy - no playbacks,2017-03-10,2017,4.69,93,North America,4.69
170304321,Canon EOS REBEL T5i,EF70-300mm f/4-5.6L IS USM,100,300 mm,"Flash did not fire, auto",f/5.6,1/1000 sec,1523 pixels x 1015 pixels,743.61 KB,,,,,Sharp-tailed Tyrant,Culicivora caudacuta,Estevão Freitas Santos,2019-07-22,2019,4.69,26,South America,4.69
220244031,Canon EOS REBEL T3i,EF-S55-250mm f/4-5.6 IS II,1600,250 mm,"Flash did not fire, auto",f/6.3,1/400 sec,5184 pixels x 3456 pixels,7.75 MB,,,,,Common Myna,Acridotheres tristis,Elias Thomas,2020-04-03,2020,4.69,58,Asia,4.69
441626501,ILCE-1,FE 200-600mm F5.6-6.3 G OSS,800,600 mm,Flash did not fire,f/6.3,1/1000 sec,3262 pixels x 2246 pixels,6.31 MB,,,,,Dartford Warbler,Curruca undata,Falco Eigner,2022-04-29,2022,4.69,26,Europe,4.69
549725131,COOLPIX P900,,100,4.3 mm,Flash did not fire,f/4.5,1/1600 sec,3681 pixels x 2316 pixels,1.95 MB,,,,,Yellow-legged Gull,Larus michahellis,Noam Markus,2023-03-26,2023,4.69,26,Europe,4.69
217483401,NIKON D850,200.0-500.0 mm f/5.6,1250,500 mm,Flash did not fire,f/5.6,1/320 sec,4898 pixels x 3265 pixels,9.61 MB,,,,,Purple-throated Mountain-gem,Lampornis calolaemus,Matthew Bell,2020-02-25,2020,4.68,123,North America,4.68
406338541,NIKON D500,,800,400 mm,Flash did not fire,f/7.1,1/3200 sec,5064 pixels x 3376 pixels,11.28 MB,,,,,Aplomado Falcon,Falco femoralis,Claudio Rosso,2022-01-04,2022,4.68,34,South America,4.68
421625501,ILCE-7M4,FE 200-600mm F5.6-6.3 G OSS,3200,600 mm,Flash did not fire,f/7.1,1/1600 sec,5399 pixels x 3600 pixels,8.84 MB,,,,,Bengal Florican,Houbaropsis bengalensis,NEJIB AHMED,2022-02-25,2022,4.68,34,Asia,4.68
423010331,Canon EOS 600D,EF100-400mm f/4.5-5.6L IS USM,800,390 mm,Flash did not fire,f/7.1,1/400 sec,4677 pixels x 3118 pixels,1.25 MB,,,,,Jack Snipe,Lymnocryptes minimus,César Diez González,2022-03-07,2022,4.68,77,Europe,4.68
73551451,Canon EOS 7D Mark II,EF400mm f/5.6L USM,2000,400 mm,"Flash did not fire, auto",f/5.6,1/160 sec,3218 pixels x 2047 pixels,2.43 MB,,,,,Verditer Flycatcher,Eumyias thalassinus,abhishek ravindra,2017-10-29,2017,4.68,25,Asia,4.68
536060521,Canon EOS R7,,1600,403 mm,Flash did not fire,f/8.0,1/3200 sec,2494 pixels x 1663 pixels,545.82 KB,,,,,White-winged Redstart,Phoenicurus erythrogastrus,Padma Gyalpo,2023-02-17,2023,4.68,25,Asia,4.68
206210821,Canon EOS 70D,120-400mm,1250,273 mm,"Flash did not fire, auto",f/5.6,1/640 sec,900 pixels x 600 pixels,177.28 KB,,,,,Siberian Grouse,Falcipennis falcipennis,Alexander Yakovlev,2015-05-14,2015,4.68,22,Asia,4.68
63467691,Canon EOS 7D,EF400mm f/5.6L USM,1250,400 mm,"Flash did not fire, auto",f/8.0,1/640 sec,3654 pixels x 2436 pixels,1.84 MB,,,,,Common Reed Warbler,Acrocephalus scirpaceus,Paul Bourdin,2017-07-16,2017,4.68,22,Europe,4.68
236813681,Canon EOS 70D,EF100-400mm f/4.5-5.6L IS II USM,400,371 mm,"Flash did not fire, auto",f/5.6,1/160 sec,3805 pixels x 2537 pixels,7 MB,,,,,Yellow-crowned Night Heron,Nyctanassa violacea,Vasco Valadares,2020-05-19,2020,4.68,47,Europe,4.68
465001181,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Sports 014,5000,600 mm,Flash did not fire,f/7.1,1/1000 sec,5472 pixels x 3648 pixels,7.79 MB,,,,,Rose Robin,Petroica rosea,John Cantwell,2022-07-05,2022,4.68,28,Australia,4.68
275455541,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Sports 014,1000,600 mm,Flash did not fire,f/6.3,1/800 sec,2871 pixels x 1914 pixels,1.85 MB,,,,,Peregrine Falcon (Barbary),Falco peregrinus pelegrinoides,Luis Alberto rodriguez sanchez,2020-10-28,2020,4.68,82,Africa,4.68
101880971,Canon PowerShot SX60 HS,,800,247 mm,"Flash did not fire, auto",f/6.5,1/125 sec,3456 pixels x 4608 pixels,3.74 MB,,,,,Indian Peafowl,Pavo cristatus,Selvaganesh K,2018-05-25,2018,4.68,38,Asia,4.68
374218371,Canon EOS 5D Mark IV,EF100-400mm f/4.5-5.6L IS II USM,800,400 mm,Flash did not fire,f/5.6,1/1600 sec,2121 pixels x 1700 pixels,271.72 KB,,,,,Black-eared Cuckoo,Chalcites osculans,Kevin Bartram,2021-10-01,2021,4.68,31,Australia,4.68
21480141,NIKON D800,600.0 mm f/4.0,800,600 mm,"Flash did not fire, auto",f/5.0,1/200 sec,1280 pixels x 853 pixels,1.46 MB,,,,,Temminck's Tragopan,Tragopan temminckii,Wayne Wu,2015-04-17,2015,4.68,25,Asia,4.68
510854881,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,800,500 mm,Flash did not fire,f/7.1,1/500 sec,2307 pixels x 1539 pixels,2.33 MB,,,,,Regent Parrot,Polytelis anthopeplus,Robert Lewis,2022-11-20,2022,4.68,28,Australia,4.68
488021131,Canon EOS R6,RF100-500mm F4.5-7.1 L IS USM + EXTENDER RF1.4x,1250,700 mm,Flash did not fire,f/10.0,1/400 sec,2048 pixels x 1357 pixels,1.05 MB,,,,,Common Kingfisher,Alcedo atthis,Akshat K,2022-09-24,2022,4.68,22,Asia,4.68
257513631,COOLPIX P900,,140,428.4 mm,Flash did not fire,f/6.5,1/500 sec,1530 pixels x 1000 pixels,679.15 KB,,,,,Strange-tailed Tyrant,Alectrurus risora,Aves-del-Taragüí/ Diego Demarco,2020-08-23,2020,4.68,22,South America,4.68
296435851,NIKON D500,600.0 mm f/4.0,140,600 mm,Flash did not fire,f/5.0,1/1000 sec,3875 pixels x 2583 pixels,4.29 MB,,,,,Mallard,Anas platyrhynchos,Neil Rucker,2021-01-10,2021,4.68,105,North America,4.68
142870181,Canon EOS 7D Mark II,EF400mm f/5.6L USM,640,400 mm,"Flash did not fire, auto",f/5.6,1/320 sec,3526 pixels x 2967 pixels,5.5 MB,,,,,Eurasian Hoopoe,Upupa epops,Andrew Steele,2015-10-08,2015,4.68,37,Europe,4.68
205014781,NIKON D7100,150.0-600.0 mm f/5.0-6.3,400,600 mm,"Flash did not fire, auto",f/6.3,1/800 sec,1600 pixels x 1089 pixels,272.37 KB,,,,,Pheasant-tailed Jacana,Hydrophasianus chirurgus,Éric Francois Roualet,2016-11-11,2016,4.68,22,Asia,4.68
42947131,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,320,400 mm,"Flash did not fire, auto",f/20.0,1/640 sec,864 pixels x 576 pixels,534.05 KB,,,,,Emperor Penguin,Aptenodytes forsteri,Gregory Smith,2016-12-03,2016,4.67,24,Antarctica,4.67
305163221,NIKON D500,200.0-500.0 mm f/5.6,800,500 mm,Flash did not fire,f/5.6,1/8000 sec,3022 pixels x 2267 pixels,3.4 MB,,,,,Eurasian Goshawk,Astur gentilis,Ritesh Dighe,2021-02-06,2021,4.67,21,Asia,4.67
180705741,Canon EOS 7D Mark II,EF400mm f/5.6L USM,200,400 mm,"Flash did not fire, auto",f/5.6,1/1000 sec,3922 pixels x 2615 pixels,368.06 KB,,,,,Gray Pratincole,Glareola cinerea,Caroline Sanchez,2018-11-20,2018,4.67,21,Africa,4.67
55123341,COOLPIX P900,,280,357 mm,"Flash did not fire, auto",f/6.5,1/500 sec,1000 pixels x 750 pixels,592.91 KB,,,,,Melodious Warbler,Hippolais polyglotta,Cesar Clemente,2017-04-18,2017,4.67,27,Europe,4.67
164659041,Canon EOS Rebel T6,EF70-300mm f/4-5.6 IS II USM,400,300 mm,"Flash did not fire, auto",f/5.6,1/500 sec,3637 pixels x 2424 pixels,1.07 MB,,,,,White-eared Bulbul,Pycnonotus leucotis,Adit Nehra,2019-03-19,2019,4.67,30,Asia,4.67
175550361,NIKON D850,600.0 mm f/4.0,4000,850 mm,Flash did not fire,f/5.6,1/200 sec,1500 pixels x 1000 pixels,951 KB,,,,,Malaysian Rail-babbler,Eupetes macrocerus,Leslie Loh,2019-08-31,2019,4.67,39,Asia,4.67
42106461,NIKON D500,,7200,500 mm,Flash did not fire,f/4.5,1/1000 sec,1200 pixels x 675 pixels,261.98 KB,,,,,Red-breasted Goose,Branta ruficollis,Murat SALTIK,2016-12-09,2016,4.67,30,Asia,4.67
611565591,Canon EOS 90D,EF100-400mm f/4.5-5.6L IS II USM,6400,400 mm,Flash did not fire,f/5.6,1/1250 sec,2072 pixels x 1381 pixels,1.84 MB,,,,,Costa's Hummingbird,Calypte costae,Kalpesh Krishna,2023-11-24,2023,4.67,114,North America,4.67
166196241,NIKON D500,,2500,500 mm,Flash did not fire,f/6.3,1/1600 sec,2190 pixels x 1460 pixels,813.45 KB,,,,,Regent Honeyeater,Anthochaera phrygia,Deborah Metters,2019-06-29,2019,4.67,33,Australia,4.67
283957881,NIKON D3400,150.0-600.0 mm f/5.0-6.3,400,600 mm,Flash did not fire,f/6.3,1/400 sec,3552 pixels x 2368 pixels,4.87 MB,,,,,Black-and-rufous Warbling Finch,Poospiza nigrorufa,Gus Tavo,2020-11-28,2020,4.67,27,South America,4.67
257100881,DMC-FZ70,,100,215 mm,Flash did not fire,f/5.9,1/640 sec,2500 pixels x 1875 pixels,290.78 KB,,,,,Carbonated Sierra Finch,Rhopospina carbonaria,Pablo Hernan Capovilla,2020-08-21,2020,4.67,21,South America,4.67
152309001,NIKON D5600,70.0-300.0 mm f/4.5-6.3,1250,280 mm,"Flash did not fire, auto",f/6.3,1/1600 sec,2454 pixels x 1753 pixels,1.35 MB,,,,,Crested Serpent-Eagle,Spilornis cheela,Samim Akhter,2019-04-19,2019,4.67,36,Asia,4.67
189376051,NIKON D5300,,400,240 mm,"Flash did not fire, auto",f/8.0,1/2000 sec,2604 pixels x 2002 pixels,2.08 MB,,,,,Cory's/Scopoli's Shearwater,Calonectris borealis/diomedea,A Emmerson,2019-10-30,2019,4.67,27,Europe,4.67
138470011,Canon EOS 7D,EF400mm f/5.6L USM,640,400 mm,"Flash did not fire, auto",f/5.6,1/125 sec,1500 pixels x 1000 pixels,383.58 KB,,,,,Eurasian Sparrowhawk,Accipiter nisus,Rei Segali,2019-01-27,2019,4.67,78,Asia,4.67
608518869,Canon EOS 77D,,100,300 mm,Flash did not fire,f/6.3,1/640 sec,3479 pixels x 2296 pixels,645.72 KB,,,,,Sabine's Gull,Xema sabini,Miloslav Mišík,2023-09-05,2023,4.67,30,Europe,4.67
93914051,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,1600,400 mm,"Flash did not fire, auto",f/9.0,1/125 sec,1050 pixels x 788 pixels,661.22 KB,,,,,Double-eyed Fig-Parrot,Cyclopsitta diophthalma,Keith & Lindsay Fisher,2018-04-11,2018,4.67,30,Australia,4.67
113351631,Canon EOS 7D Mark II,EF70-200mm f/2.8L IS II USM +2x III,250,400 mm,"Flash did not fire, auto",f/5.6,1/3200 sec,857 pixels x 1200 pixels,497.13 KB,,,,,Pink Cockatoo,Cacatua leadbeateri,Bob Durant,2018-08-21,2018,4.67,21,Australia,4.67
365917921,NIKON D500,,3200,380 mm,Flash did not fire,f/5.6,1/400 sec,2784 pixels x 1856 pixels,3.51 MB,,,,,Red-whiskered Bulbul,Pycnonotus jocosus,vinodh Kambalathara,2021-08-30,2021,4.67,42,Asia,4.67
430694221,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,400,321 mm,Flash did not fire,f/5.6,1/1600 sec,4691 pixels x 3127 pixels,8.68 MB,,,,,Eurasian Bittern,Botaurus stellaris,Zbigniew Swiacki,2021-02-24,2021,4.67,39,Europe,4.67
